character_id,age,sex,height_cm,weight_kg,strength,reaction,stamina,speed,intelligence,perception,agility,endurance,stress_resistance,luck,panic,fatigue,hunger,thirst,mental_stability,focus,confidence,pain_tolerance,has_flashlight,flashlight_battery,has_knife,has_backpack,has_first_aid_kit,medkit_count,has_water,water_amount,has_food,food_amount,has_radio,level_id,level_difficulty,visibility,entity_density,entity_aggression,resource_density,maze_complexity,geometry_stability,spawn_area_danger,distance_to_nearest_entity,noise_generated,time_since_last_encounter,special_rule,survived_24h,survival_time_hours,escape_probability
10612,28,F,170.3,80.5,48.62,16.99,39.82,48.41,27.13,55.94,36.83,23.12,41.39,54.43,9.79,26.21,19.87,24.58,25.6,20.35,2.66,22.28,1,16.62,0,0,0,0,1,2.94,1,5.65,0,6,5.5,14.14,50.87,40.51,54.24,68.46,56.54,40.51,56.36,4.5,63.22,darkness,1,89.83,54.15
10613,39,M,177.5,93.8,62.13,41.84,67.68,67.33,48.62,66.68,49.49,52.33,77.51,78.16,0.85,13.54,17.55,23.13,49.67,45.14,38.09,50.3,0,0.0,0,1,1,3,1,3.26,0,0.0,0,0,3.51,64.34,71.6,24.7,61.4,21.29,64.34,24.7,38.56,0.55,71.39,none,1,232.43,90.2
10614,48,F,173.5,87.9,31.73,33.88,32.41,35.32,87.99,37.98,12.9,31.18,80.02,72.62,3.08,25.16,15.09,20.35,54.67,85.25,12.74,27.5,1,58.09,1,1,1,3,1,3.36,1,6.54,0,2,5.5,42.57,8.54,7.85,63.54,61.25,70.96,7.85,111.61,0.03,70.44,none,1,231.04,83.63
10615,30,M,191.8,100.3,83.07,9.37,83.48,90.91,17.19,33.82,29.67,71.09,77.88,49.31,5.35,11.54,13.09,19.57,57.1,14.65,6.9,68.46,0,0.0,1,1,1,3,1,3.7,0,0.0,0,3,5.5,72.27,61.78,56.75,71.22,55.54,72.27,56.75,40.79,2.35,56.68,none,1,132.36,52.2
10616,30,M,169.0,95.7,57.56,1.53,53.71,59.21,14.31,61.84,32.56,46.08,81.09,75.33,1.81,4.77,0.0,7.82,47.79,9.71,29.52,46.18,1,14.39,0,1,1,4,1,5.0,0,0.0,1,4,3.77,58.21,28.49,12.87,100.0,16.44,58.21,12.87,90.13,0.63,71.93,none,1,189.86,83.13
10617,41,F,155.5,86.5,13.93,24.59,10.35,15.23,72.01,27.72,4.73,11.5,69.6,33.53,6.45,44.58,29.88,30.84,25.48,66.45,1.04,10.84,0,0.0,0,0,0,0,1,1.12,0,0.0,1,8,5.5,35.68,16.63,15.59,13.8,100.0,35.68,15.59,93.37,4.62,64.1,none,0,91.14,39.45
10618,46,F,180.8,102.0,72.79,34.89,61.48,68.68,91.67,28.74,20.1,38.43,64.96,69.81,3.41,27.48,13.51,22.98,18.31,90.23,1.05,45.33,1,74.04,0,1,1,3,1,4.0,1,7.89,1,8,5.5,28.21,7.29,2.2,77.79,100.0,28.21,2.2,114.61,0.46,71.44,none,1,209.66,82.55
10619,22,M,179.3,78.6,51.99,25.77,46.4,59.36,41.41,80.4,51.39,14.57,38.87,85.99,20.87,28.32,22.71,33.45,9.26,25.56,7.14,22.32,0,0.0,1,1,0,0,1,3.66,1,7.17,1,0,5.5,22.52,45.63,29.01,70.26,40.86,22.52,29.01,69.09,5.82,71.23,none,1,150.45,68.26
10620,43,F,174.9,92.1,39.87,40.68,36.23,41.25,89.49,45.89,16.29,24.46,73.44,29.52,5.05,24.8,23.78,26.88,20.22,83.45,9.78,29.45,1,37.97,0,1,1,2,0,0.0,1,4.25,0,1,5.09,28.15,43.04,16.59,39.49,52.32,28.15,16.59,70.11,2.07,69.09,none,0,156.35,67.45
10621,34,F,168.6,71.0,20.56,10.41,23.43,23.46,24.37,45.59,17.56,14.28,42.86,86.99,18.57,42.37,13.79,24.03,37.77,22.53,2.97,12.46,1,25.71,1,1,1,3,1,4.05,0,0.0,1,2,5.5,49.66,49.67,32.85,78.79,69.66,82.77,32.85,57.86,8.3,63.51,none,0,137.46,45.94
10622,28,M,177.8,81.9,57.5,27.83,54.37,54.82,38.54,62.63,36.02,14.13,17.67,70.72,31.6,8.04,5.02,7.06,10.45,26.75,0.96,7.29,1,29.91,1,0,1,3,1,3.52,1,6.87,0,2,5.5,47.91,31.8,13.77,67.03,74.46,79.85,13.77,83.28,25.24,69.37,none,1,154.68,54.16
10623,35,F,178.4,89.8,56.72,27.25,45.82,54.92,83.92,31.61,14.6,23.01,30.68,45.69,23.92,53.23,51.18,57.71,20.2,64.13,2.73,20.69,1,36.2,0,1,1,2,1,2.25,1,4.2,0,5,5.5,54.1,21.09,12.87,38.96,69.62,54.1,12.87,93.66,11.4,67.91,none,0,124.05,43.39
10624,27,M,167.0,78.4,27.04,4.42,18.49,26.08,1.0,40.91,17.01,18.24,71.5,37.75,5.07,40.71,32.52,39.93,13.68,3.27,8.59,18.46,0,0.0,0,0,0,0,0,0.0,1,5.56,0,8,5.5,19.47,21.45,12.37,53.27,44.05,19.47,12.37,95.99,2.98,70.0,none,0,135.49,52.01
10625,29,M,183.8,99.8,76.52,14.53,75.96,79.62,28.0,71.78,44.58,28.92,37.36,38.21,7.21,12.82,7.13,14.85,24.95,25.41,3.95,25.91,0,0.0,1,1,0,0,1,4.3,0,0.0,0,end,5.28,70.02,29.77,10.84,84.4,58.7,70.02,10.84,87.38,1.67,70.88,trap_exit,1,136.57,62.05
10626,36,M,175.1,81.5,37.47,22.8,38.48,47.71,52.19,33.87,21.17,19.67,52.89,34.45,26.01,33.8,27.44,37.39,45.0,37.87,12.78,22.84,1,36.34,1,1,1,3,0,0.0,1,6.62,0,5,5.5,88.68,11.6,9.58,64.45,41.46,88.68,9.58,108.47,9.98,70.73,none,0,110.69,48.72
10627,42,M,188.8,100.4,67.45,58.76,55.64,35.54,78.13,84.5,52.8,33.95,54.68,71.19,4.91,27.03,27.79,32.47,49.19,73.31,34.39,33.9,1,38.48,0,0,0,0,0,0.0,0,0.0,0,7,5.5,93.09,55.31,30.42,45.71,46.56,93.09,30.42,57.42,1.57,70.88,flooding,0,211.1,87.94
10628,31,M,189.6,105.0,87.55,37.6,84.29,94.72,51.02,71.35,66.12,42.8,41.99,59.61,6.62,14.26,15.86,27.47,14.95,46.12,3.43,39.01,0,0.0,1,1,1,3,1,4.03,1,7.96,1,4,5.5,35.65,27.23,9.13,78.54,66.64,35.65,9.13,90.9,5.07,71.33,none,1,182.6,73.83
10629,41,F,186.7,95.1,71.54,30.68,63.31,61.97,80.23,53.99,33.93,41.39,67.18,37.2,7.9,18.78,1.56,12.49,31.39,69.06,2.45,42.31,1,74.26,0,0,1,4,1,4.88,1,9.74,0,1,5.5,51.79,39.92,14.99,97.23,89.99,51.79,14.99,72.28,5.45,67.69,none,1,155.87,69.45
10630,42,M,185.5,97.2,77.21,14.33,74.54,80.97,60.25,31.8,26.1,50.08,71.32,29.63,1.03,6.58,5.49,9.59,46.61,61.49,10.28,52.74,1,51.56,1,0,1,3,1,4.05,1,7.99,1,4,3.74,68.73,14.56,1.79,78.89,48.6,68.73,1.79,106.86,0.28,72.02,none,1,202.77,77.23
10631,31,F,183.8,90.4,71.3,71.19,79.55,76.11,77.95,80.28,64.23,15.73,16.38,82.99,14.02,17.75,30.93,35.33,1.32,67.98,6.71,10.96,1,36.19,1,0,0,0,0,0.0,0,0.0,1,4,2.61,9.15,37.45,9.89,41.52,9.31,9.15,9.89,79.96,11.09,72.41,none,1,200.36,82.88
10632,29,M,188.8,102.5,74.57,20.43,66.18,79.23,42.34,28.06,20.47,45.83,62.96,43.9,8.52,14.04,2.41,11.08,24.33,37.78,0.84,43.38,1,42.17,1,1,0,0,1,4.76,1,9.5,1,6,5.5,10.7,18.71,6.66,94.74,98.44,42.8,6.66,98.04,5.06,69.18,darkness,1,170.7,73.81
10633,44,F,172.1,89.3,27.95,48.19,19.77,33.88,83.37,57.83,15.92,18.87,60.38,36.23,2.16,63.77,44.2,50.82,37.65,80.13,6.63,17.78,1,38.31,0,0,1,2,0,0.0,1,4.57,1,1,5.5,65.45,59.16,20.09,42.81,74.95,65.45,20.09,50.72,0.25,67.66,none,0,121.03,52.99
10634,26,M,165.2,75.9,37.38,8.49,20.26,32.01,35.15,60.36,22.29,19.06,70.5,47.67,13.47,51.1,10.75,21.94,23.56,29.65,0.94,22.52,1,32.31,1,1,0,0,1,4.28,1,8.47,0,2,5.5,22.39,43.25,31.39,83.89,100.0,37.32,31.39,63.02,5.09,61.84,none,1,56.51,37.34
10635,34,F,172.0,82.8,25.84,24.22,14.07,30.9,66.1,36.19,10.88,1.0,15.56,37.71,45.43,44.59,26.81,31.84,10.22,36.92,0.95,4.28,1,36.12,0,1,1,2,0,0.0,0,0.0,1,2,5.5,37.64,11.84,10.5,48.42,78.09,62.73,10.5,105.44,12.33,68.85,none,0,61.95,28.33
10636,22,M,182.9,92.8,66.41,19.65,67.22,65.38,19.64,67.96,46.82,7.92,5.15,71.24,34.94,32.24,35.66,39.07,4.54,11.67,0.32,7.65,0,0.0,0,1,0,0,0,0.0,1,3.57,0,end,5.5,40.83,50.36,20.85,32.36,82.46,40.83,20.85,60.65,9.64,67.76,trap_exit,0,93.25,43.96
10637,27,F,167.4,67.8,21.04,7.52,10.95,19.06,34.57,42.4,11.34,1.0,20.71,33.41,2.96,35.5,20.82,27.65,16.12,28.15,2.84,4.8,0,0.0,1,1,1,3,1,3.3,1,6.4,1,3,4.67,64.56,27.53,7.95,62.13,52.67,64.56,7.95,89.69,0.83,70.62,none,0,125.64,53.5
10638,31,M,183.1,93.3,77.52,22.6,72.91,76.33,57.61,30.37,31.03,39.01,50.99,69.64,26.27,3.22,3.78,5.44,31.58,35.78,13.42,37.1,1,36.66,1,1,1,3,0,0.0,1,7.02,1,6,5.5,16.26,17.42,14.82,68.68,32.22,65.05,14.82,100.99,18.82,70.24,darkness,1,151.37,78.81
10639,37,M,187.9,105.0,82.97,17.68,73.71,79.39,71.6,21.66,21.73,22.31,15.59,40.13,58.62,44.68,72.12,74.0,6.11,27.46,1.46,14.69,1,12.26,0,0,0,0,1,1.02,0,0.0,0,6,5.5,8.62,66.35,57.67,11.52,58.85,34.5,57.67,34.85,39.83,53.72,darkness,0,52.81,15.97
10640,30,M,173.7,85.4,45.12,1.0,42.27,48.31,6.44,33.89,16.06,35.24,58.8,69.12,2.81,50.85,54.73,57.04,60.38,4.47,3.7,33.65,0,0.0,1,0,0,0,0,0.0,1,2.16,0,1,5.5,85.13,67.75,23.67,17.43,65.77,85.13,23.67,39.72,2.02,65.1,none,1,106.84,53.14
10641,42,F,172.6,92.8,51.1,63.32,51.68,56.82,82.43,74.92,39.0,31.94,68.24,68.08,1.04,12.31,0.0,11.13,21.18,81.99,21.63,39.94,1,83.71,1,0,1,4,1,5.0,1,10.0,0,4,3.7,28.69,17.28,3.91,100.0,37.29,28.69,3.91,103.89,0.38,72.23,none,1,240.0,92.42
10642,36,M,171.7,83.0,28.11,49.86,21.75,27.14,51.48,74.86,19.32,21.84,50.39,9.55,12.13,22.44,15.58,17.48,14.19,46.93,2.29,15.91,0,0.0,0,1,1,2,0,0.0,1,4.11,1,8,5.5,25.92,43.41,20.57,38.0,79.53,25.92,20.57,69.78,4.15,69.19,none,0,112.65,45.22
10643,39,F,171.2,84.8,44.8,50.55,41.0,44.68,70.0,75.22,33.39,4.71,24.32,17.2,35.58,10.64,11.57,16.4,16.15,46.92,16.13,10.53,1,51.79,1,1,0,0,0,0.0,1,6.92,0,3,5.12,69.49,16.41,11.95,67.63,18.66,69.49,11.95,104.71,18.09,72.06,none,1,164.82,70.12
10644,38,F,171.2,88.3,36.09,40.44,30.34,34.85,74.57,55.05,17.25,7.06,19.54,73.96,41.04,11.89,3.43,7.0,12.03,41.92,2.68,7.99,0,0.0,1,0,1,4,1,4.27,0,0.0,1,end,5.5,51.04,73.17,36.17,83.84,66.09,51.04,36.17,33.84,25.58,65.0,trap_exit,1,85.31,47.32
10645,34,M,180.9,89.5,53.44,17.19,41.4,50.01,50.33,45.85,27.28,29.6,54.58,11.25,4.22,12.23,18.57,19.92,32.98,47.29,24.69,28.17,1,17.51,0,0,0,0,1,1.7,0,0.0,0,1,2.95,55.5,9.39,2.23,26.68,19.56,55.5,2.23,113.46,2.0,72.32,none,1,191.81,72.67
10646,34,F,173.2,87.8,44.35,24.49,39.69,43.32,79.05,36.84,26.26,19.2,32.03,59.32,7.1,10.05,5.22,7.96,27.08,68.75,4.75,14.21,1,55.92,0,1,1,3,1,3.76,1,7.38,1,0,5.28,84.45,31.16,9.62,72.43,64.14,84.45,9.62,84.58,2.89,69.85,none,1,158.98,73.96
10647,36,F,166.9,86.3,33.39,35.25,27.89,33.92,76.66,55.11,12.48,21.73,40.02,61.0,19.4,42.31,18.4,27.82,15.17,58.99,2.77,13.68,1,55.01,0,1,0,0,1,3.74,1,7.33,1,8,5.5,37.89,6.26,2.68,71.91,71.33,37.89,2.68,116.39,4.05,71.8,none,1,132.56,59.29
10648,33,M,170.0,80.4,36.51,3.85,31.48,26.03,42.05,22.81,3.03,15.55,37.13,22.21,25.0,32.8,32.03,35.22,13.8,31.79,5.72,12.33,0,0.0,0,1,0,0,0,0.0,1,3.66,0,7,5.5,41.96,32.05,30.65,33.3,38.05,41.96,30.65,78.86,8.06,65.72,flooding,0,99.49,39.62
10649,31,M,175.5,91.5,60.56,28.06,52.31,67.95,40.5,51.39,24.76,14.06,30.81,59.66,28.6,40.46,49.93,51.38,8.7,29.43,1.55,14.61,0,0.0,0,0,0,0,0,0.0,0,0.0,0,end,5.5,35.78,19.28,14.02,12.67,66.29,35.78,14.02,96.83,15.66,68.76,trap_exit,0,99.99,43.38
10650,27,M,190.9,98.2,96.37,22.24,77.3,86.95,29.64,40.11,39.39,53.78,55.15,74.49,26.95,23.68,35.36,42.09,41.74,25.08,3.2,48.83,1,20.92,0,1,0,0,0,0.0,1,5.14,0,5,5.5,78.05,51.66,45.87,48.79,71.87,78.05,45.87,51.49,7.01,58.2,none,0,84.64,39.84
10651,26,M,172.2,81.2,49.13,30.68,49.56,56.75,34.0,80.45,44.41,16.48,36.49,29.93,6.14,20.68,13.13,26.43,13.73,32.6,10.42,21.89,1,32.56,1,1,1,4,0,0.0,1,8.43,1,8,4.74,36.16,60.68,31.02,83.5,32.01,36.16,31.02,51.38,1.59,71.27,none,0,167.77,67.23
10652,31,M,195.0,105.0,86.44,10.75,88.54,55.19,47.55,8.9,7.0,36.13,40.23,69.35,32.14,23.06,30.79,38.58,19.01,29.93,2.75,33.23,0,0.0,1,1,0,0,1,3.01,1,5.81,0,7,5.5,51.46,36.31,36.31,55.88,58.18,51.46,36.31,66.83,16.17,58.74,flooding,1,85.78,41.58
10653,38,F,195.0,102.4,93.12,11.48,87.19,55.12,75.32,8.22,10.43,39.12,47.73,45.84,3.98,30.97,47.84,53.21,31.46,73.33,6.09,40.2,0,0.0,1,0,1,2,1,2.12,1,3.92,1,7,3.67,68.96,54.46,7.27,35.97,45.9,68.96,7.27,57.98,3.65,70.3,flooding,0,179.68,68.4
10654,39,F,176.9,91.8,53.01,66.19,50.19,54.75,86.38,67.61,40.81,27.27,40.06,17.32,18.48,2.05,0.0,5.21,8.09,72.75,23.44,21.92,1,89.78,1,1,1,4,1,5.0,1,10.0,1,4,3.33,19.3,29.41,13.45,100.0,5.99,19.3,13.45,89.47,7.16,72.3,none,1,228.26,84.45
10655,26,M,178.8,85.3,55.88,22.27,62.78,60.9,30.96,65.06,41.81,8.49,19.49,28.46,34.22,36.55,66.08,71.02,9.55,19.87,10.8,12.02,0,0.0,1,1,0,0,0,0.0,1,3.08,0,3,3.93,48.17,44.9,26.36,27.19,6.36,48.17,26.36,70.8,23.07,72.15,none,1,166.05,62.02
10656,30,F,171.1,89.4,43.8,38.65,40.36,52.07,61.17,72.81,39.06,8.68,19.85,30.37,34.66,24.91,16.4,19.01,10.08,37.84,0.57,9.69,1,29.4,0,1,1,2,0,0.0,0,0.0,0,8,5.5,47.3,29.15,23.47,44.34,100.0,47.3,23.47,84.62,6.02,67.93,none,0,63.08,32.79
10657,43,F,164.7,86.5,15.99,27.46,3.86,17.62,82.75,26.31,5.29,10.1,78.45,24.36,7.07,57.75,29.63,38.03,56.75,76.06,8.65,11.0,1,50.59,0,1,1,3,0,0.0,1,6.07,0,3,5.5,77.36,12.6,10.91,58.64,67.06,77.36,10.91,104.92,2.49,69.09,none,0,124.52,57.43
10658,27,M,178.8,93.6,63.73,7.99,65.07,62.17,22.76,71.27,52.95,20.86,42.46,27.58,13.15,21.69,21.91,26.9,22.56,20.17,4.08,26.05,0,0.0,0,0,0,0,1,2.9,0,0.0,0,4,5.24,56.19,28.38,10.39,53.26,57.69,56.19,10.39,89.45,7.29,71.25,none,0,129.64,51.93
10659,39,F,170.5,91.1,48.02,17.4,36.45,49.72,52.54,52.33,22.3,48.87,93.03,39.73,0.75,26.79,9.91,19.92,49.28,49.72,9.66,45.48,1,44.73,1,0,0,0,1,4.26,1,8.43,0,3,5.5,50.61,4.62,4.62,83.47,60.49,50.61,4.62,117.71,0.31,71.4,none,1,156.94,76.33
10660,30,F,163.4,69.6,4.24,3.62,9.14,15.51,38.76,22.37,1.0,16.6,69.27,59.92,9.84,32.99,0.0,12.18,15.56,22.79,5.89,4.19,1,29.01,1,1,1,4,1,5.0,1,10.0,0,4,5.22,23.91,41.59,17.14,100.0,52.56,23.91,17.14,70.14,3.95,67.41,none,0,165.31,58.42
10661,30,M,168.1,84.7,49.84,15.74,44.28,45.25,30.47,63.72,29.26,24.79,61.28,53.6,3.51,13.26,12.11,17.95,47.26,28.25,24.11,28.6,1,24.66,1,1,0,0,1,3.68,1,7.22,1,3,5.5,73.13,21.51,21.51,70.69,24.97,73.13,21.51,97.3,0.62,71.06,none,1,186.0,78.11
10662,47,M,186.4,100.7,72.19,38.27,56.81,78.47,86.7,40.95,26.44,59.28,98.11,66.09,0.18,37.88,53.42,58.41,82.53,85.85,40.12,62.16,0,0.0,0,0,1,2,0,0.0,0,0.0,0,0,5.5,87.29,27.91,21.4,31.8,36.99,87.29,21.4,87.42,0.11,69.09,none,1,199.58,85.31
10663,47,F,177.7,98.7,67.1,33.78,44.92,59.56,64.48,57.45,35.75,48.85,74.03,18.06,7.06,49.17,35.72,44.31,35.98,57.23,1.81,48.37,1,36.94,1,1,1,3,0,0.0,1,5.69,1,8,5.5,46.81,58.96,37.55,54.59,100.0,46.81,37.55,46.81,4.31,61.63,none,1,117.54,44.17
10664,34,M,169.8,76.7,22.77,27.93,23.43,27.17,39.92,55.4,7.17,15.94,69.33,32.84,2.1,16.23,11.4,16.14,39.08,37.74,19.9,16.01,1,29.72,0,1,1,3,1,3.54,1,6.91,1,3,3.82,52.35,37.29,10.73,67.52,33.89,52.35,10.73,79.06,1.15,71.36,none,1,163.97,72.7
10665,31,M,195.0,105.0,94.93,5.47,93.78,100.0,16.97,31.59,30.78,37.92,43.37,43.33,7.59,20.86,34.99,36.26,7.74,19.33,1.07,46.03,0,0.0,0,1,0,0,0,0.0,0,0.0,0,5,5.5,15.37,78.93,36.67,15.32,86.12,15.37,36.67,24.8,3.75,56.9,none,1,93.8,38.84
10666,38,F,170.8,82.0,38.51,56.52,34.64,42.25,70.95,67.76,23.9,31.5,90.76,60.55,0.01,33.07,33.31,39.07,40.42,79.39,28.34,35.5,1,39.97,1,0,1,2,1,2.59,0,0.0,0,0,2.87,46.91,56.87,0.33,46.35,41.02,46.91,0.33,56.73,0.01,72.47,none,0,188.79,85.43
10667,35,F,164.0,85.6,27.58,37.46,34.67,36.39,52.86,57.1,15.48,5.74,30.03,23.33,30.89,15.52,4.79,8.06,10.48,37.01,0.81,9.78,1,44.34,1,1,1,3,1,3.98,1,7.85,0,0,5.5,37.11,24.62,14.79,77.33,89.05,37.11,14.79,90.05,14.32,68.2,none,0,109.29,38.21
10668,30,M,170.2,82.6,42.32,8.81,35.32,40.99,21.13,46.46,24.92,22.25,62.0,74.97,3.84,25.66,0.0,16.2,47.02,17.99,9.47,23.08,1,22.77,0,0,1,4,1,5.0,1,10.0,1,1,4.75,78.77,71.73,28.58,100.0,43.49,78.77,28.58,36.55,0.64,67.45,none,0,147.76,67.54
10669,38,M,189.8,105.0,79.64,56.23,77.0,74.36,71.92,82.58,64.88,52.67,58.24,79.42,13.15,30.9,50.94,54.89,46.54,57.81,38.29,49.15,0,0.0,0,1,0,0,1,1.76,1,3.15,0,6,5.5,19.01,36.71,30.04,27.95,31.87,76.02,30.04,79.89,3.14,71.5,darkness,1,207.72,85.43
10670,30,F,157.4,78.3,15.12,14.31,17.33,13.63,19.67,54.15,13.11,7.32,34.22,49.01,12.1,36.06,10.36,18.35,25.35,13.4,2.03,5.86,0,0.0,1,1,0,0,1,4.07,1,8.04,1,0,5.5,70.19,52.73,30.07,79.41,68.5,70.19,30.07,56.38,3.49,65.72,none,1,114.0,40.24
10671,37,F,158.0,73.7,12.26,18.95,6.93,18.29,45.43,35.9,7.17,18.23,94.68,39.67,0.86,66.81,33.31,43.49,48.19,45.66,5.41,15.53,0,0.0,1,1,1,3,1,3.22,0,0.0,1,8,5.5,52.56,37.87,15.1,60.42,68.09,52.56,15.1,73.97,0.15,67.1,none,1,112.95,57.95
10672,35,F,182.3,89.8,63.41,69.09,60.84,56.35,73.08,97.15,54.12,24.05,36.97,56.58,5.94,0.63,0.0,0.61,9.78,68.87,11.48,22.84,1,74.55,1,1,1,4,1,5.0,1,10.0,1,1,4.58,24.67,27.38,11.57,100.0,37.36,24.67,11.57,92.0,4.87,72.39,none,1,174.19,84.62
10673,43,F,180.7,90.7,71.37,21.46,75.51,65.52,78.99,29.37,21.97,41.88,75.46,40.81,3.72,6.72,0.0,12.78,17.23,72.8,26.52,48.92,1,76.84,1,1,1,4,1,5.0,1,10.0,1,1,2.7,24.09,21.42,4.33,100.0,17.46,24.09,4.33,98.81,2.08,72.13,none,1,219.14,90.29
10674,30,F,162.5,75.6,25.81,23.88,19.15,25.1,43.73,56.25,18.9,20.23,62.56,44.92,2.02,12.58,0.0,7.17,18.85,51.49,11.48,15.82,1,54.92,0,1,1,4,1,5.0,1,10.0,1,1,4.11,31.16,41.55,11.83,100.0,40.74,31.16,11.83,73.52,0.25,70.83,none,0,186.86,77.23
10675,36,M,180.4,93.7,58.96,24.65,49.37,62.62,60.15,31.18,20.23,30.7,61.04,22.65,9.34,24.73,42.5,44.72,11.16,51.8,22.26,30.92,1,16.24,0,1,0,0,0,0.0,0,0.0,1,0,3.63,20.36,12.1,5.56,20.72,12.51,20.36,5.56,110.0,2.26,72.17,none,1,167.97,71.21
10676,36,M,185.4,96.5,82.27,14.49,81.0,87.62,22.35,84.17,64.2,74.87,89.18,62.17,0.64,14.14,20.67,21.93,55.91,22.57,7.11,76.47,0,0.0,1,1,1,2,0,0.0,0,0.0,1,6,5.5,14.72,48.36,25.45,23.35,66.45,58.87,25.45,64.78,0.03,69.97,darkness,0,185.01,69.39
10677,30,F,178.4,85.9,45.62,45.68,29.44,53.0,70.83,77.65,33.17,32.03,63.01,74.59,18.73,54.39,46.09,50.9,8.2,52.0,1.83,29.42,0,0.0,0,0,0,0,1,2.04,1,3.76,1,8,5.5,13.61,41.33,26.65,34.27,83.95,13.61,26.65,72.25,14.98,69.27,none,1,133.14,56.49
10678,27,M,184.5,98.3,73.47,4.32,54.92,69.68,34.87,31.08,20.76,45.15,62.21,32.71,30.98,19.65,17.86,26.21,25.92,21.51,8.82,43.21,0,0.0,0,1,1,3,1,3.65,1,7.15,1,5,5.5,40.31,12.03,11.02,70.05,44.17,40.31,11.02,106.78,8.77,69.91,none,0,91.78,48.51
10679,37,F,171.4,74.3,40.47,17.46,25.94,37.8,69.73,23.41,17.41,16.29,34.67,50.5,18.1,11.76,6.46,10.19,7.36,52.07,4.3,10.47,0,0.0,1,1,1,3,1,3.84,0,0.0,1,1,5.21,23.15,17.38,8.42,74.22,45.15,23.15,8.42,101.38,12.19,70.49,none,1,171.85,63.98
10680,45,M,189.1,102.8,86.06,37.32,75.16,77.98,65.92,51.59,51.99,26.44,38.84,49.06,25.05,18.22,18.88,24.83,15.83,49.92,0.88,34.52,0,0.0,1,1,1,3,1,3.25,0,0.0,1,2,5.5,23.34,14.29,13.2,61.16,98.76,38.9,13.2,101.71,10.49,68.2,none,1,104.44,51.38
10681,30,M,179.5,88.1,61.7,26.24,52.07,63.56,37.74,67.32,35.47,24.47,32.85,47.17,0.39,29.83,34.22,40.46,20.2,33.56,6.05,21.56,1,20.27,1,1,1,2,1,2.65,1,5.03,0,3,3.35,59.35,29.93,1.72,47.71,46.53,59.35,1.72,88.83,0.19,72.28,none,1,154.66,67.59
10682,32,M,182.9,88.3,62.05,41.49,54.7,57.52,52.76,65.06,35.71,5.23,10.6,60.75,20.14,7.51,0.65,6.5,5.66,45.21,2.46,7.59,1,57.6,0,0,1,4,0,0.0,1,9.79,1,end,5.5,44.27,46.42,31.53,97.81,47.17,44.27,31.53,65.59,2.43,68.34,trap_exit,0,110.47,62.38
10683,38,M,184.8,98.0,68.0,14.33,73.7,68.72,15.65,56.45,35.48,59.74,99.59,44.22,0.51,6.17,0.0,6.48,46.16,16.72,11.27,67.42,1,20.97,1,1,0,0,1,5.0,0,0.0,1,1,5.33,48.82,24.05,11.36,100.0,48.9,48.82,11.36,93.82,0.31,70.67,none,1,167.56,71.06
10684,48,F,185.7,105.0,78.2,30.63,81.07,81.05,99.64,31.88,25.45,32.08,41.87,90.86,10.2,9.3,9.44,13.58,15.26,85.6,2.91,31.46,1,67.22,1,1,1,3,0,0.0,1,7.03,1,6,5.5,9.99,52.15,39.05,68.7,66.73,39.96,39.05,51.88,7.17,59.28,darkness,1,240.0,84.95
10685,39,M,172.3,88.0,52.97,18.36,46.86,57.58,74.34,35.05,17.83,27.86,52.75,10.5,3.87,23.03,20.34,26.31,38.12,72.44,10.87,25.1,1,47.58,0,1,1,3,1,3.18,1,6.15,1,3,4.08,78.97,9.93,2.11,59.48,47.17,78.97,2.11,112.36,1.08,72.02,none,1,109.75,66.6
10686,28,M,178.8,86.8,76.43,14.3,61.87,76.74,25.36,26.26,15.14,33.0,41.34,49.99,12.28,11.86,9.76,14.19,22.48,19.09,0.98,28.63,0,0.0,1,1,0,0,1,3.63,0,0.0,0,2,5.5,36.68,44.4,16.18,69.46,82.94,61.13,16.18,64.83,8.99,65.07,none,1,100.13,48.88
10687,28,M,179.7,86.5,68.91,27.46,64.87,72.13,47.26,57.28,44.18,34.93,49.9,58.34,1.93,14.41,12.6,16.47,12.76,40.61,2.76,30.27,0,0.0,0,1,0,0,1,3.22,0,0.0,0,3,4.88,28.33,9.3,1.66,60.5,68.24,28.33,1.66,113.41,0.33,72.21,none,1,193.79,70.65
10688,28,F,167.6,77.1,38.17,47.65,18.94,30.1,50.6,90.62,29.79,14.84,49.75,53.03,11.13,44.26,28.49,34.61,38.98,39.76,6.66,16.0,0,0.0,0,1,0,0,0,0.0,1,5.42,0,0,5.5,81.44,77.8,28.09,51.78,72.44,81.44,28.09,30.97,2.24,70.69,none,0,130.92,57.53
10689,40,M,184.3,99.7,73.97,23.24,62.16,45.68,66.78,35.61,27.88,20.45,35.13,73.44,19.79,39.99,51.98,56.73,6.92,52.48,4.25,20.61,0,0.0,1,0,1,2,0,0.0,0,0.0,0,7,5.44,24.32,45.97,25.24,31.4,43.77,24.32,25.24,64.97,10.81,67.1,flooding,1,135.84,59.77
10690,29,F,163.2,73.7,16.21,12.98,4.74,16.23,16.86,48.78,13.39,12.48,57.79,86.09,7.51,76.06,68.13,70.74,49.8,19.92,5.68,8.19,0,0.0,0,0,0,0,0,0.0,1,2.03,0,1,5.5,83.0,44.14,30.18,16.13,58.95,83.0,30.18,65.95,2.14,65.96,none,0,124.93,49.73
